date,Battery (Charging) -  GWh,Pumps -  GWh,Coal -  GWh,Bioenergy -  GWh,Distillate -  GWh,Gas -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar -  GWh,Wind (Curtailment) -  GWh,Solar (Curtailment) -  GWh,Coal Emissions Vol - tCO₂e,Bioenergy Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal Market Value - AUD,Bioenergy Market Value - AUD,Distillate Market Value - AUD,Gas Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar Market Value - AUD
2015-10-01,0.00,-4.19,12398.87,59.76,0.21,1423.90,0.00,938.16,836.04,415.94,0.00,0.00,12699117.93,5295.80,188.94,741474.70,836.79,38.99,0.00,106754.30,459190290.53,2195744.81,10582.11,57713547.88,0.00,47638743.20,29946778.46,18082554.28
2015-11-01,0.00,-8.51,12234.76,14.37,1.07,1840.65,0.00,804.73,783.03,1025.43,0.00,0.00,12464831.34,901.69,974.39,960896.06,804.26,46.54,0.00,296952.76,516613821.51,521006.92,181210.65,91662826.56,0.00,61436856.26,36252744.35,52146602.79
2015-12-01,0.00,-21.36,12780.92,5.90,1.99,2015.40,0.00,983.69,856.79,1135.00,0.00,0.00,12961813.04,282.62,1956.04,1047095.40,788.99,52.52,0.00,702671.94,599433071.01,280259.36,451478.72,125351407.54,0.00,83443342.81,45123815.65,65790820.39
2016-01-01,0.00,-17.20,12963.78,28.17,5.07,1595.40,0.00,1322.24,820.63,1053.22,0.00,0.00,13209715.72,815.44,5306.67,852567.23,791.64,57.60,0.00,543469.77,640349373.21,1468799.74,1251258.11,130025174.50,0.00,129510294.77,48413966.59,70337305.06
2016-02-01,0.00,-21.38,12803.33,26.23,23.03,1608.56,0.00,1092.14,680.09,1065.35,0.00,0.00,12980461.05,734.95,24086.63,874101.55,803.33,73.11,0.00,700606.00,805089870.68,3321611.37,8927575.05,207767238.51,0.00,114889064.17,33470003.03,79627161.44
2016-03-01,0.00,-40.01,13224.91,15.72,11.20,1843.18,0.00,1141.27,612.82,952.11,0.00,0.00,13470544.03,429.89,11109.32,993651.20,815.02,64.49,0.00,1629425.36,697652956.57,1232095.77,2558981.77,174244219.16,0.00,165175813.58,42525900.94,59812274.22
2016-04-01,0.00,-27.34,12223.86,-0.74,63.97,1524.58,0.00,890.75,666.16,810.27,0.00,0.00,12540084.83,0.00,63446.83,853996.65,833.21,70.43,0.00,1292004.26,739318369.92,0.00,12704496.61,145247903.96,0.00,137281277.29,39976189.59,49122111.31
2016-05-01,0.00,-48.70,12201.18,-0.32,3.85,1476.09,0.00,1247.38,1298.94,700.74,0.00,0.00,12443806.84,6.45,3643.64,789970.29,784.25,67.88,0.00,2119417.51,798607340.61,40403.60,437844.69,130547893.72,0.00,80750892.29,64803959.29,44921670.46
2016-06-01,0.00,-85.38,12637.87,11.28,8.79,1720.74,0.00,1681.79,1020.10,522.92,0.00,0.00,12803064.22,1384.16,8934.15,918316.93,783.86,100.17,0.00,3742642.02,1202516710.20,892931.85,1740564.84,220198804.54,0.00,163650563.22,87635751.76,48896122.79
2016-07-01,0.00,-63.04,13233.56,10.81,13.83,1452.36,0.00,1738.77,1242.77,625.38,0.00,0.00,13262114.81,1613.75,14447.03,779651.88,770.10,81.37,0.00,2337556.72,870920594.51,870334.81,9113842.42,277786199.91,0.00,140521128.14,107429243.48,47511834.23
2016-08-01,0.00,-17.83,13522.14,43.84,1.22,1080.61,0.00,1620.24,999.38,468.73,0.00,0.00,13633598.39,4457.04,1157.91,579481.87,802.49,50.53,0.00,612201.66,649481771.74,2156596.36,165443.18,77709865.39,0.00,83452668.78,38457850.17,19403065.31
2016-09-01,0.00,-11.47,12232.10,49.81,1.50,1151.14,0.00,1397.50,839.57,506.21,0.00,0.00,12385418.16,4834.64,1801.71,603421.94,803.86,46.89,0.00,385312.89,546836050.37,2318300.59,113430.72,66339007.46,0.00,67781283.22,35830104.41,22010136.41
2016-10-01,0.00,-19.08,11311.58,49.87,0.88,1050.37,0.00,1921.81,1209.54,684.58,0.00,0.00,11541539.09,4686.44,881.32,557865.73,746.78,50.53,0.00,855367.30,550252361.91,2713583.98,202400.53,68816023.54,0.00,81479139.12,45325195.59,31869448.74
2016-11-01,0.00,-23.48,11727.40,57.53,1.61,1333.87,0.00,1628.76,910.78,740.68,0.00,0.00,11977501.47,5004.91,1485.21,704884.53,774.79,69.48,0.00,979165.32,755496777.81,4004634.96,433966.89,116330008.68,0.00,113531736.89,38874635.43,59680919.24
2016-12-01,0.00,-17.03,13002.81,41.32,3.19,1055.85,0.00,1387.99,884.98,738.13,0.00,0.00,13225215.74,3235.03,3184.63,567654.79,807.11,56.44,0.00,700299.23,668253884.43,2748295.43,3378723.61,105389984.20,0.00,67637512.61,38303430.12,49155564.74
2017-01-01,0.00,-55.24,13785.76,15.74,33.62,1830.46,0.00,818.20,856.63,741.19,0.00,0.00,13951706.75,366.92,35271.20,981899.24,830.41,129.82,0.00,2687557.57,1623154201.09,4459839.32,22494182.55,378576612.22,0.00,100421038.24,60778765.24,109358206.29
2017-02-01,0.00,-51.39,12250.66,16.13,41.55,1829.80,0.00,908.81,820.00,668.27,0.00,0.00,12359251.64,339.16,43547.56,984995.67,812.20,204.75,0.00,3920815.90,2173818193.37,3181500.17,40771133.54,571185414.21,0.00,239895449.44,92845082.04,154423820.82
2017-03-01,0.00,-32.46,13146.46,15.16,5.74,1977.28,0.00,691.70,881.52,598.47,0.00,0.00,13275450.04,380.05,6093.36,1043722.41,828.84,97.94,0.00,2127321.10,1196605638.19,1351317.19,2233720.86,242300330.51,0.00,82258134.19,79065664.90,68669643.61
2017-04-01,0.00,-23.80,11265.63,3.49,0.03,1995.63,0.00,659.15,662.93,531.03,0.00,0.00,11054775.92,168.92,57.68,1066950.24,803.09,107.91,0.00,2065336.76,1171021236.00,340343.39,6251.04,227022216.60,0.00,82019101.27,67445047.58,55177274.61
2017-05-01,0.00,-17.94,12336.56,5.36,1.26,1820.18,0.00,1343.23,809.89,442.51,0.00,0.00,12019659.15,258.23,1662.39,958788.19,775.36,97.85,0.00,1398883.63,1150170315.69,513563.34,217682.27,200268451.56,0.00,153250819.27,77016141.22,40374882.44
2017-06-01,0.00,-10.70,13018.90,17.09,0.34,1955.35,0.00,1403.55,474.83,389.57,0.00,0.00,12670629.98,1275.88,304.74,1009458.14,793.19,89.97,0.00,821579.63,1119385542.76,1282229.38,47375.42,193343511.04,0.00,147123011.98,44643883.45,32039768.59
2017-07-01,0.00,-34.16,12919.49,57.40,0.54,1781.77,0.00,1423.91,1335.05,466.29,0.00,0.00,12458725.71,5406.76,741.26,937748.79,746.65,99.16,0.00,2558512.85,1203023129.64,4457276.84,72422.49,200471080.08,0.00,172790532.89,135993683.18,39875053.22
2017-08-01,0.00,-22.47,12595.48,53.75,5.25,1731.52,0.00,1487.67,1214.23,582.36,0.00,0.00,12271541.72,4794.92,4116.77,882360.79,745.86,100.01,0.00,1799196.39,1209954412.77,4400868.76,844207.33,193812404.46,0.00,161648776.10,106989631.47,49296984.26
2017-09-01,0.00,-15.00,11232.83,51.20,1.32,1555.05,0.00,1271.51,1461.16,682.05,0.00,0.00,10973130.34,4389.17,1281.98,779821.63,724.05,83.77,0.00,1161050.78,938146941.04,4141861.99,166056.94,131893457.05,0.00,99999642.21,108377385.29,52335492.09
2017-10-01,0.00,-30.66,11420.69,38.39,3.51,1590.03,0.00,1329.03,1011.32,697.41,0.00,0.00,11133230.25,3189.12,3610.86,768166.98,741.50,79.16,0.00,2209084.78,900834327.94,3298605.47,386614.72,127455128.60,0.00,98222167.17,66467839.04,53831838.67
2017-11-01,-0.23,-22.94,11557.76,55.47,2.77,2163.45,0.16,832.83,859.40,765.68,0.00,0.00,11138106.46,4917.43,2728.97,1103828.27,755.48,82.69,23035.97,1451472.65,900095980.44,3624408.26,260916.57,198407167.91,23263.66,85963906.41,71729887.13,66593300.96
2017-12-01,-3.07,-72.54,12790.29,19.23,0.73,1894.00,2.48,754.67,975.98,863.64,0.00,0.00,12410780.43,598.23,632.78,945325.53,775.44,80.51,239673.62,4640639.42,993179494.57,1400657.21,76835.72,164488912.73,241194.77,73673956.51,75636692.73,71770006.10
2018-01-01,-3.67,-15.09,13389.56,21.51,4.96,1916.16,2.94,1089.19,976.94,870.12,0.00,0.00,13025141.23,617.70,5314.47,962087.82,766.64,107.54,338977.36,927978.66,1205079731.12,1675542.92,8278465.00,333829454.58,1370879.84,173796798.51,104227619.74,117674555.84
2018-02-01,-4.09,-10.57,11989.31,16.25,5.85,1556.51,3.43,937.00,964.36,733.68,0.00,0.00,11651833.31,428.79,6218.81,776113.37,767.96,85.88,337975.01,674958.33,948382714.41,1227935.71,2069428.03,174092861.68,546607.30,99056227.06,80357972.34,72868599.28
2018-03-01,-3.23,-4.34,12406.65,1.85,1.08,1566.26,2.57,1114.80,1134.15,731.92,0.00,0.00,12019499.19,108.88,1173.84,765894.09,754.30,70.43,215035.37,237406.85,842870727.84,157191.27,76655.20,119244485.18,246161.62,88419225.04,78977484.70,52447668.34
2018-04-01,-4.16,-21.87,11574.77,4.11,1.03,1397.01,3.33,1403.75,872.94,640.30,0.00,0.00,11295261.66,203.69,1252.07,721313.38,757.22,75.07,295141.42,1294832.60,829681589.43,290773.35,1017828.98,121723953.34,547066.73,115907031.11,61151142.80,49698777.05
2018-05-01,-5.02,-26.34,12333.59,2.01,0.42,1345.46,4.18,1510.16,1215.26,552.85,0.00,0.00,12031488.38,113.75,473.74,708658.89,752.44,77.19,363442.61,1513605.34,918297140.66,161078.10,63860.38,116309270.25,481997.39,127584230.78,87522635.35,37161080.61
2018-06-01,-3.97,-47.11,12607.99,7.89,1.89,1504.71,3.27,1939.74,1051.07,513.57,0.00,0.00,12309526.24,316.46,1838.38,793753.58,745.51,95.87,320617.83,2949567.53,1154447088.81,671538.25,371634.43,174068503.43,509090.49,185220442.85,87386509.56,39258892.06
2018-07-01,-4.07,-14.56,12817.76,24.70,2.93,1198.25,3.32,1823.36,1622.03,631.17,0.00,0.00,12525423.07,700.13,3602.79,613621.21,725.96,76.47,145134.80,776850.98,938112468.28,1760886.61,3619108.35,145124901.52,629683.22,113877161.54,104269995.70,39302009.29
2018-08-01,-4.41,-36.87,12049.83,38.99,1.00,1362.82,3.62,1953.11,1636.34,817.63,0.00,0.00,11795001.21,1031.91,780.08,697403.57,701.05,86.16,178570.64,2323958.87,1047731334.82,3233475.43,155906.88,137767836.48,359730.11,115800434.85,109828912.25,54938968.86
2018-09-01,-3.91,-89.74,11350.68,36.12,0.42,1216.66,3.11,1492.60,1220.89,957.71,0.00,0.00,10978823.95,918.03,367.63,625109.37,717.06,91.79,247988.97,5580116.24,1018053200.12,2935266.56,56568.48,138180106.92,353118.29,117206506.49,93367894.87,69526976.18
2018-10-01,-4.13,-66.97,11897.30,34.00,1.23,985.89,3.35,1069.03,1218.27,1049.16,0.00,0.00,11488840.40,838.76,1574.96,518584.55,741.94,91.51,337677.39,4137191.53,1051358729.24,2678679.61,162929.87,106046571.60,434357.67,110658976.71,105601926.06,86940957.15
2018-11-01,-5.38,-82.82,11451.79,24.87,1.21,1135.20,4.42,1158.74,1171.79,1238.50,0.00,0.00,11032157.59,679.00,1358.10,577177.79,721.28,93.02,460066.14,5540514.14,1039971094.10,2250799.34,116408.69,121830744.32,510074.79,109387654.76,102822963.48,107023894.64
2018-12-01,-4.70,-67.52,12410.33,19.75,1.85,1062.67,3.97,1214.97,1228.91,1344.06,0.00,0.00,12009846.02,581.20,1901.64,537578.86,729.04,88.73,332991.59,4107426.95,1060077857.61,1703189.52,481707.25,118031685.11,455935.77,105893880.00,100988494.87,122780353.25
2019-01-01,-5.35,-105.19,13274.80,17.71,3.68,1995.59,4.16,1151.67,1135.05,1406.10,0.00,0.00,12815998.71,457.45,3964.25,1036052.64,733.99,185.08,664672.77,7562964.35,1836446912.34,1806340.33,27591306.09,705524798.35,3310400.17,386842116.44,186732886.52,254539906.26
2019-02-01,-4.64,-71.11,11483.05,18.54,2.47,1599.76,3.60,745.17,1205.60,1211.55,0.00,0.00,11155243.29,521.33,2657.65,792124.10,737.96,100.20,385309.99,4716337.98,1080123657.16,1604589.60,398941.89,188451757.42,488308.80,101714225.84,114010143.03,121107850.21
2019-03-01,-6.21,-52.48,12579.09,18.46,1.51,1751.23,5.04,808.95,1169.34,1182.16,0.00,0.00,12281039.97,468.63,1655.41,861272.56,752.96,109.19,515643.79,3263002.92,1233249510.30,1485378.08,4026322.28,254585254.96,1524306.13,135976316.74,114954370.69,135019543.72
2019-04-01,-5.95,-40.03,11309.71,5.61,1.90,1140.62,4.67,921.38,1232.57,1062.99,0.00,0.00,10906773.97,266.88,2016.18,596197.80,735.94,84.19,493407.64,2281595.08,907841914.81,415343.00,235002.46,110501509.56,496531.66,97449849.86,101289426.95,79720730.34
2019-05-01,-6.55,-35.43,11822.96,0.11,2.86,1481.10,5.17,1284.25,1478.57,887.85,0.00,0.00,11446306.30,35.17,3018.55,784768.81,723.02,83.52,463587.80,1999959.56,955139865.70,62175.54,316919.21,137484586.40,519164.89,122715991.92,117600249.00,61594095.93
2019-06-01,-7.15,-44.84,12066.95,18.40,5.17,1586.04,5.89,1636.51,1315.96,797.74,0.00,0.00,11776641.22,400.97,5118.03,815138.61,724.79,97.09,577137.97,2783000.23,1123495170.57,1467213.41,881098.45,181461265.24,770612.28,184440489.96,106643870.41,60128709.87
2019-07-01,-7.37,-77.03,12128.46,27.96,1.79,1607.10,5.88,1547.27,1731.04,975.68,0.00,0.00,11737266.38,751.94,1838.32,801499.35,699.04,76.67,309500.37,4025885.90,902169778.76,1895112.53,151240.73,142511884.49,597218.43,129454456.06,117803306.22,55402514.45
2019-08-01,-8.65,-85.51,11626.92,36.65,1.95,1848.14,7.11,1462.44,1703.66,1246.60,0.00,0.00,11276129.29,929.35,1908.69,928792.77,684.32,87.83,487382.59,4098178.64,968356444.23,2302464.38,215372.25,198388019.85,1043022.19,144418595.23,119412545.38,59151270.13
2019-09-01,-8.07,-52.54,10304.29,31.78,1.39,1709.45,6.60,1208.46,1453.93,1446.04,0.00,0.00,10014237.61,817.48,1257.35,885992.96,677.11,88.99,473519.59,2792713.79,887501140.14,2049043.56,280501.51,180750968.59,792249.73,103279315.32,103846944.45,70683925.78
2019-10-01,-7.56,-74.11,10609.83,21.19,2.04,1735.67,6.21,971.75,1404.89,1659.47,0.00,0.00,10367449.69,568.36,1840.08,875096.09,688.63,95.21,329250.98,4704335.46,974826843.10,1659527.43,352735.82,177210578.83,636425.13,109848404.74,102400927.78,113230359.60
2019-11-01,-7.68,-53.31,10823.99,22.38,1.40,1137.85,6.26,999.27,1590.73,1842.05,0.00,0.00,10530879.08,560.63,1271.15,566444.07,678.31,67.76,272699.46,2471462.39,728290491.93,1446619.78,128681.92,82261662.19,382904.24,72870258.64,93318312.39,92453296.97
2019-12-01,-8.11,-30.46,12019.50,18.58,1.32,1119.97,6.73,992.86,1512.77,2050.69,0.00,0.00,11704576.68,562.75,1474.52,578623.19,694.71,63.68,392703.52,1283651.98,679224323.48,1086942.82,3121583.34,129778277.68,1526913.49,69156526.16,88253278.89,112423493.37
2020-01-01,-7.36,-47.12,12621.76,11.06,1.92,1362.11,6.09,1074.44,1431.45,1786.85,0.00,0.00,12289979.06,286.35,1848.45,676167.45,710.93,156.87,589485.94,2429210.01,1643908962.51,689528.52,5961552.27,369691428.43,2021028.05,275757656.91,128067282.70,225752159.70
2020-02-01,-4.96,-54.56,11425.70,18.83,3.71,1443.04,3.80,1049.23,1212.45,1560.02,0.00,0.00,11156704.22,384.83,3769.72,713546.57,712.87,57.24,104700.06,2677806.58,630826569.07,1028921.12,1159032.41,101010698.73,228864.00,55791669.19,55620481.69,83131729.72
2020-03-01,-6.20,-30.98,11111.29,3.09,0.28,1363.78,4.88,1068.16,1532.04,1644.18,0.00,0.00,10858019.71,71.34,435.41,660358.00,690.15,44.80,172167.68,894546.99,491557421.33,190297.69,51446.53,66645575.54,221044.10,45101289.12,58726387.84,67213984.06
2020-04-01,-6.65,-39.38,10381.19,0.48,0.10,1050.43,5.14,1228.37,1448.64,1386.63,0.00,0.00,10121313.81,44.47,221.48,513965.06,688.16,38.30,163493.36,698420.33,400987132.16,34588.50,9172.86,46661034.22,204127.89,38450805.21,39590666.36,38542167.15
2020-05-01,-7.39,-40.53,11139.06,-0.52,0.11,1279.40,5.72,1479.79,1728.95,1215.78,0.00,0.00,10807852.85,1.00,163.39,626395.51,680.60,39.29,217105.50,371941.80,427914767.25,3033.01,6620.27,58402597.44,251530.89,61649866.79,55914145.22,29090809.79
2020-06-01,-7.75,-41.28,11717.12,13.94,0.46,1555.90,6.24,1527.47,1492.89,1049.72,0.00,0.00,11448049.51,290.49,517.55,752028.81,704.65,46.95,287750.13,1026221.95,530475866.70,453463.75,159064.38,87551914.62,601448.73,75590763.75,54104165.11,33105038.96
2020-07-01,-7.03,-35.70,12093.57,14.66,0.21,1991.98,5.42,1541.34,1389.74,1173.28,0.00,0.00,11685150.28,334.05,268.96,994158.96,697.95,52.74,330536.21,771297.40,600924117.47,607316.24,20073.92,122082494.20,456019.47,100991466.52,64933299.71,42847082.32
2020-08-01,-7.24,-47.63,11540.57,21.92,0.58,1426.37,5.75,1221.90,1991.26,1472.77,0.00,0.00,11153214.74,591.31,704.01,719160.73,673.64,48.91,200498.79,379075.36,530706312.14,703566.35,34371.82,81489036.25,436698.67,77808582.34,84849607.83,36533633.60
2020-09-01,-11.68,-51.81,10188.02,31.47,0.34,783.40,9.71,1047.54,2060.42,1734.29,0.00,0.00,9901449.53,792.52,340.43,399229.26,652.36,36.10,-78310.80,449103.51,367288480.52,909618.69,16812.02,28463656.18,252344.00,45225185.28,54919984.14,25832844.00
2020-10-01,-11.96,-47.53,10093.21,30.71,0.59,1069.65,10.15,1205.12,1762.67,1975.44,0.00,0.00,9812637.22,781.37,712.89,514337.34,642.00,48.31,112954.51,913437.19,475468367.40,1136261.33,40580.55,57242146.70,646884.76,68271797.01,60489092.94,62420424.67
2020-11-01,-11.07,-53.72,10539.02,25.83,0.92,928.33,9.49,951.76,1713.48,2386.53,0.00,0.00,10244971.82,616.69,954.00,457232.76,649.08,57.19,168790.10,1474618.68,577846565.78,1236399.48,81692.89,57897443.88,546802.66,74376076.27,73253185.51,111539382.70
2020-12-01,-15.48,-56.74,11069.66,11.65,4.19,909.73,13.04,919.86,1909.95,2359.13,0.00,0.00,10789342.75,313.87,4339.46,448782.83,656.51,57.14,817.72,1996675.37,607852909.68,676578.33,626661.30,63370784.21,365020.50,78127761.01,50611711.24,112248144.03
2021-01-01,-14.05,-26.77,11350.13,11.20,1.84,855.59,11.50,1026.79,1863.48,2402.18,0.00,0.00,11106062.79,258.38,2008.16,413135.32,659.05,38.02,108663.57,746929.54,414384268.62,473882.06,684500.76,43814152.99,553757.50,45181880.99,50430756.04,66940723.80
2021-02-01,-8.53,-10.42,10454.56,14.62,1.56,724.60,6.90,979.44,1573.46,2096.96,0.00,0.00,10247102.30,336.62,1712.80,355735.62,669.79,35.57,-55567.34,311878.03,365956514.18,590832.00,363694.38,34821293.08,253675.30,36266460.69,39726154.77,53215570.92
2021-03-01,-9.54,-28.70,11146.38,1.79,2.77,844.74,7.71,1223.32,1700.43,2008.12,0.00,0.00,10931835.28,118.68,3014.02,420896.93,672.06,43.85,271938.96,682362.37,451260730.86,101959.47,6512847.93,76809573.92,1132696.66,46940195.65,56482977.45,51086658.16
2021-04-01,-11.77,-54.23,10563.79,0.88,2.11,862.60,9.37,1312.62,1481.62,1794.01,0.00,0.00,10249548.37,62.41,2264.16,453163.76,670.70,57.07,373834.11,1136336.63,597560682.49,71259.44,391460.34,75343028.37,890957.65,68015376.23,53109434.67,52975017.36
2021-05-01,-12.80,-53.61,11186.20,0.84,19.82,1085.20,10.24,1493.79,1834.74,1513.64,0.00,0.00,10876319.68,62.42,20695.38,586209.76,672.40,111.88,399232.59,1291050.90,1163141867.31,86479.54,14509443.94,215049113.82,1922569.22,195738444.59,97884447.67,67224750.02
2021-06-01,-12.93,-89.85,11034.44,14.90,14.87,1849.94,10.37,1710.65,1919.66,1216.41,0.00,0.00,10648502.71,338.88,15544.63,959679.55,657.90,168.19,740853.34,4382419.76,1800484316.66,2912937.92,11526734.27,461940250.75,1286530.70,264235639.11,164171237.71,92716940.75
2021-07-01,-14.58,-146.53,11919.02,25.98,33.19,1378.80,11.92,1540.26,2472.71,1421.31,0.00,0.00,11650225.17,567.81,34773.00,703629.52,664.58,126.20,761144.05,7438778.72,1494711968.05,3743520.18,14956325.24,275659266.78,1742003.68,176932343.30,169119110.10,97388329.63
2021-08-01,-14.03,-59.04,10880.66,32.88,3.25,1106.68,11.28,1426.66,2233.58,1879.40,0.00,0.00,10557514.36,826.75,3568.29,557462.88,635.34,57.37,142669.77,786047.09,643410230.86,1871208.24,412543.27,88026664.85,918339.56,63016175.37,84883107.86,36222992.44
2021-09-01,-11.40,-67.39,9633.76,20.93,3.50,792.64,9.11,1338.68,2148.43,2242.29,0.00,0.00,9321703.36,543.29,3836.73,382385.71,602.62,46.73,-139379.72,-195510.19,481962482.39,1353730.91,451905.19,50092736.32,503870.30,49182879.44,54465840.09,22397183.52
2021-10-01,-14.13,-68.89,9783.18,27.54,8.04,724.25,11.45,1343.34,1919.74,2676.39,0.00,0.00,9521322.79,708.85,8579.13,365765.46,603.04,52.11,-204295.90,-518854.37,547078672.93,2066833.74,1422897.85,50955664.37,693581.48,51178954.94,47820764.62,36114887.75
2021-11-01,-20.86,-53.22,9792.51,18.49,2.53,695.63,16.38,1340.64,1928.97,2412.52,0.00,0.00,9478448.45,480.23,2773.97,351942.15,609.51,70.03,253603.94,1902241.04,716322909.38,1955251.47,558800.88,71472348.96,955425.82,74814445.66,71119228.79,121938747.77
2021-12-01,-17.54,-72.86,10247.57,12.06,5.90,781.14,12.54,1069.44,1886.39,3329.23,0.00,0.00,9993701.18,317.71,6361.10,383382.59,601.82,90.32,368001.70,2983270.27,888367485.38,1536998.86,10027496.30,163126698.45,2064007.86,94734935.97,83703587.94,154114531.97
2022-01-01,-19.89,-87.48,11115.10,12.29,3.68,1012.51,12.98,1190.91,2019.09,3076.19,0.00,0.00,10900064.73,255.61,4027.49,499556.98,621.96,102.64,887455.34,6779556.20,1090717769.21,1621649.27,5467447.45,196455383.91,2916104.36,128832023.67,119884304.18,254645034.66
2022-02-01,-27.46,-78.16,9566.99,6.42,3.01,887.88,13.81,1000.91,1911.06,2805.04,0.00,0.00,9292064.83,138.08,3240.33,437213.03,604.91,111.78,1043229.75,4967192.08,1053520061.09,1384790.30,10587072.90,188382824.16,1211756.30,116436654.23,119269993.38,229613331.77
2022-03-01,-31.41,-57.96,10806.52,-0.50,1.77,1112.09,16.77,1132.06,1868.45,2624.91,0.00,0.00,10577682.66,0.00,1987.18,538317.84,636.31,112.13,1379170.39,4732525.82,1208128814.20,0.00,4993226.87,200551172.25,1994788.92,129424989.63,118256272.16,193043416.47
2022-04-01,-41.69,-105.70,9802.26,-0.44,4.30,1181.58,25.14,1109.82,1816.31,2043.88,0.00,0.00,9517929.77,0.00,4720.11,645414.11,642.11,192.04,4296981.02,11272481.66,1891404308.73,0.00,2992629.02,278002921.62,5892240.44,219571955.78,261841115.01,261213921.98
2022-05-01,-40.66,-160.87,10311.49,-0.56,19.62,1649.46,29.08,1894.35,1980.69,1625.06,0.00,0.00,10080704.34,0.00,21847.50,865999.97,633.74,317.08,6733872.91,37008905.62,3231304161.97,0.00,19959845.15,642330738.91,14661637.06,598331267.11,480254183.58,353260067.85
2022-06-01,-34.47,-176.39,10289.23,5.73,32.21,2014.78,27.26,1885.32,2574.31,1539.95,0.00,0.00,10003497.79,125.40,33784.97,1049777.86,610.60,383.89,7147901.19,44898623.02,3932433327.25,1840216.50,15189522.74,896944472.12,15301681.32,756427314.70,742427429.05,391469519.56
2022-07-01,-40.03,-177.57,11277.00,3.94,12.29,1850.26,33.86,1760.20,2416.36,1772.53,0.00,0.00,10903871.86,89.65,9569.73,968058.27,628.36,392.38,8230251.34,36362993.87,4306224185.90,1259943.58,10065074.66,971783467.41,17837996.75,733913811.92,690006850.95,393388769.01
2022-08-01,-38.45,-128.94,10699.71,25.17,1.53,1178.33,31.79,1491.56,2752.31,2104.09,0.00,0.00,10348654.07,509.43,1374.44,620963.40,605.59,150.90,2396838.50,4662158.87,1568009248.35,3577580.26,2411075.85,278323989.33,8856232.70,270382712.83,275199516.45,140785454.31
2022-09-01,-33.39,-148.09,9838.51,25.84,2.60,834.23,27.61,1445.41,2224.36,2449.11,0.00,0.00,9609084.83,523.17,2912.89,429770.08,602.56,154.06,1660924.55,5042190.01,1513291489.15,4291613.48,2231618.78,175744878.60,6814803.63,242779583.77,249150977.45,166238699.75
2022-10-01,-30.95,-84.77,9730.03,22.98,0.48,802.00,25.07,1306.70,2137.28,2724.91,0.00,0.00,9506481.71,490.63,509.34,412192.67,596.36,144.41,1087490.79,5782495.40,1438861777.62,3601749.80,88417.76,144744732.13,4693289.85,201489935.45,216151445.67,213031072.58
2022-11-01,-22.37,-108.83,8705.02,30.85,2.02,672.49,17.72,1355.35,2072.07,3436.85,0.00,0.00,8497626.83,779.65,2716.09,348505.23,547.59,107.97,487383.78,3012803.29,978740656.43,3854276.07,506619.55,100934726.04,2524897.57,181241436.08,132275816.54,158883139.96
2022-12-01,-19.73,-142.34,9345.73,19.58,0.51,524.10,15.30,1068.63,2163.86,3927.32,0.00,0.00,9180118.85,529.50,540.38,272695.53,559.30,76.44,-62048.27,121865.22,728691013.60,1926543.21,70985.97,59597993.89,1660594.41,103084609.58,105365155.88,74155876.77
2023-01-01,-19.88,-99.67,10293.52,7.05,2.81,717.89,14.48,1144.23,2049.46,3757.78,0.00,0.00,10106230.60,294.67,3740.59,356973.37,585.82,90.33,338363.63,3986594.79,929379999.68,778596.55,341788.93,94326331.04,1664057.58,124668661.10,124525482.04,195103265.75
2023-02-01,-20.87,-89.46,9713.72,2.90,4.47,630.46,16.86,903.62,2033.28,3456.64,0.00,0.00,9426065.68,144.21,4775.74,321544.14,585.68,92.23,478451.87,2703183.14,856138827.16,313387.33,3909737.55,115453864.25,3199303.58,99280090.21,138017237.64,177207312.31
2023-03-01,-22.34,-81.60,10550.54,0.38,2.73,1057.30,17.02,1164.13,2010.20,3151.25,0.00,0.00,10243562.05,26.16,2832.76,508853.93,602.55,113.73,760734.14,3995408.34,1201105822.39,54547.15,4643633.67,189407260.16,3225588.95,155895484.61,133441347.00,176927809.93
2023-04-01,-27.68,-121.43,9406.21,-0.31,4.31,886.84,22.89,1193.08,1907.88,2666.45,0.00,0.00,9173773.05,0.03,4664.49,441695.24,603.59,109.22,1188449.13,3262469.94,1053878466.25,68.13,1131599.47,138190661.01,3679117.71,135267996.94,130742195.31,125397007.86
2023-05-01,-37.93,-111.55,10523.95,0.00,5.48,1355.88,31.15,1534.47,2256.63,2376.97,0.00,0.00,10317671.09,11.70,5752.16,674979.55,613.24,180.12,3204250.75,6617076.77,1870422448.05,257114.78,4127232.31,384652027.03,9817373.37,273548793.28,261206873.55,180626037.06
2023-06-01,-38.50,-81.69,10432.70,19.00,5.59,971.64,31.26,1568.11,3072.36,1901.64,0.00,0.00,10140771.45,385.99,5671.43,488510.79,594.75,96.70,1346951.17,3079508.52,1039444963.35,2093818.48,2329757.10,165625061.85,4443932.70,143008497.54,149339060.67,86168985.56
