date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Coal -  GWh,Gas -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar -  GWh,Wind (Curtailment) -  GWh,Solar (Curtailment) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal Emissions Vol - tCO₂e,Gas Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal Market Value - AUD,Gas Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar Market Value - AUD
1/12/1998,0,0,0,2997.69,16.21,0,121.19,0,0,0,0,0,0,0,0,0,3837209.43,11046.99,0,20.57,0,0,0,0,0,0,0,0,0
1/01/1999,0,0,0,3997.7,11.4,0,151.57,0,0,0,0,0,0,0,0,0,5128693.98,8123.69,0,0,0,0,0,0,0,0,0,0,0
1/02/1999,0,0,0,3798.21,20.23,0,115.44,0,0,0,0,0,0,0,0,0,4910845.18,11566.11,0,0,0,0,0,0,0,0,0,0,0
1/03/1999,0,0,0,4244.41,20.32,0,46.22,0,0,0,0,0,0,0,0,0,5470888.1,11276.14,0,0,0,0,0,0,0,0,0,0,0
1/04/1999,0,0,0,4044.08,4.47,0,34.71,0,0,0,0,0,0,0,0,0,5214287.6,3616.42,0,0,0,0,0,0,0,0,0,0,0
1/05/1999,0,0,0,4136.65,24.82,0,19.59,0,0,0,0,0,0,0,0,0,5330129.29,16837.67,0,0,0,0,0,0,0,0,0,0,0
1/06/1999,0,0,0,4106.11,56.13,0,42.02,0,0,0,0,0,0,0,0,0,5278677.04,35819.33,0,0,0,0,0,0,0,0,0,0,0
1/07/1999,0,0,0,4492.18,107.53,0,39.42,0,0,0,0,0,0,0,0,0,5807669.16,64642.71,0,0,0,0,0,0,0,0,0,0,0
1/08/1999,0,0,0,4301.55,200.87,0,49.64,0,0,0,0,0,0,0,0,0,5581827.87,113689.87,0,0,0,0,0,0,0,0,0,0,0
1/09/1999,0,0,0,4139.72,52.61,0,57.1,0,0,0,0,0,0,0,0,0,5360541.51,30304.01,0,0,0,0,0,0,0,0,0,0,0
1/10/1999,0,0,0,4152.69,78.56,0,56.09,0,0,0,0,0,0,0,0,0,5359954.81,44243.35,0,0,0,0,0,0,0,0,0,0,0
1/11/1999,0,0,0,4030.46,98.17,0,46.08,0,0,0,0,0,0,0,0,0,5184446.97,53836.16,0,0,0,0,0,0,0,0,0,0,0
1/12/1999,0,0,0,4174.49,43.88,0,66.51,0,0,0,0,0,0,0,0,0,5378499.85,25091.93,0,17.13,0,0,0,70089928.97,952301.44,0,1170305.34,0,0
1/01/2000,0,0,0,3595.87,279.47,0,100.37,0,0,0,0,0,0,0,0,0,4615175.51,175916.06,0,33.32,0,0,0,114528691.3,8762050.39,0,3452789.61,0,0
1/02/2000,0,0,0,3698.2,345.71,0,112.05,0,0,0,0,0,0,0,0,0,4752808.36,216993.17,0,55.54,0,0,0,213756133.4,20722196.4,0,8238336.93,0,0
1/03/2000,0,0,0,4234.21,79.74,0,76.72,0,0,0,0,0,0,0,0,0,5449808.58,45970.14,0,36.47,0,0,0,156185776.4,3906186.91,0,2897296.79,0,0
1/04/2000,0,0,0,4010.63,5.65,0,33.31,0,0,0,0,0,0,0,0,0,5159360.78,3083.5,0,26.57,0,0,0,99178721.26,140699.39,0,894959.27,0,0
1/05/2000,0,0,0,4071.27,191.03,0,34.72,0,0,0,0,0,0,0,0,0,5279754.65,108187.43,0,55.91,0,0,0,208992498.6,15920284.04,0,3203948.2,0,0
1/06/2000,0,0,0,3835.42,312.97,0,28.41,0,0,0,0,0,0,0,0,0,5012066.77,179416.69,0,46.13,0,0,0,165102442.1,16023860.74,0,2116898.14,0,0
1/07/2000,0,0,0,4026.58,18.21,0,20.39,0,0,0,0,0,0,0,0,0,5226577.94,13147.23,0,49.47,0,0,0,190609524.1,1164586.84,0,1230635.79,0,0
1/08/2000,0,0,0,3751.58,27.16,0,35.7,0,0,0,0,0,0,0,0,0,4883873.43,17993.47,0,61.59,0,0,0,214739626.5,3237982.46,0,5278115.55,0,0
1/09/2000,0,0,0,3762.6,2.83,0,64.51,0,0,0,0,0,0,0,0,0,4862885.92,2293.31,0,25.56,0,0,0,92855302.17,116016.82,0,1603089.66,0,0
1/10/2000,0,0,0,3986.18,0.9,0,108.75,0,0,0,0,0,0,0,0,0,5137106.74,728.16,0,29.54,0,0,0,112546056.8,30998.57,0,3315385.19,0,0
1/11/2000,0,0,0,3899.05,18.29,0,76.58,0,0,0,0,0,0,0,0,0,5018994.92,11363.15,0,33.75,0,0,0,124854409.8,1151686.83,0,2891654.75,0,0
1/12/2000,0,0,0,4313.29,7.77,0,63.01,0,0,0,0,0,0,0,0,0,5551623.99,5011.09,0,26,0,0,0,104606790.1,431893.75,0,1958336.87,0,0
1/01/2001,0,0,0,4271.23,124.85,0,76.18,0,0,0,0,0,0,0,0,0,5521866.62,72764.67,0,61.2,0,0,0,219673424.2,20088873.96,0,10979639.36,0,0
1/02/2001,0,0,0,3939.05,143.65,0,54.81,0,0,0,0,0,0,0,0,0,5105250.61,81718.1,0,49.33,0,0,0,163574728.1,12956440.65,0,5994689.57,0,0
1/03/2001,0,0,0,4126.73,121.15,0,50.03,0,0,0,0,0,0,0,0,0,5366301.62,66779.28,0,31.35,0,0,0,125872910.1,4548070.07,0,1718384.57,0,0
1/04/2001,0,0,0,4031.84,57.03,0,33.24,0,0,0,0,0,0,0,0,0,5201277.25,31396.11,0,29.29,0,0,0,112044476.2,2590867.64,0,1117219.15,0,0
1/05/2001,0,0,0,4062.73,218.43,0,11.74,0,0,0,0,0,0,0,0,0,5219140.74,119014.07,0,35.04,0,0,0,138166149.5,8329901.27,0,591717.5,0,0
1/06/2001,0,0,0,4181.81,145.73,0,16.74,0,0,0,0,0,0,0,0,0,5398907.46,79734.17,0,30,0,0,0,121921877.8,4555954.04,0,643102.88,0,0
1/07/2001,0,0,0,4434.85,85.05,0,124.8,0,0,0,0,0,0,0,0,0,5722008.92,46549.14,0,43.02,0,0,0,165992305.1,7360328.6,0,4372741.16,0,0
1/08/2001,0,0,0,4496.48,93.79,0,160.4,0,0,0,0,0,0,0,0,0,5802821.06,54173.25,0,76.8,0,0,0,285335813.4,8930468.04,0,14276730.51,0,0
1/09/2001,0,0,0,4055,53.71,0,201.85,0,0,0,0,0,0,0,0,0,5222100.04,29266.87,0,25.51,0,0,0,101323644.7,1569866.38,0,5467718.3,0,0
1/10/2001,0,0,0,3797.22,71.51,0,279.07,0,0,0,0,0,0,0,0,0,4967289.95,39457.27,0,28.92,0,0,0,106921723.1,2663882.3,0,9705801.6,0,0
1/11/2001,0,0,0,3747.7,32.14,0,229.15,0,0,0,0,0,0,0,0,0,4866911.2,17548.37,0,26.76,0,0,0,95161313.09,1480361.8,0,7255955.26,0,0
1/12/2001,0,0,0,3463.61,102.23,0,266.36,0,0,0,0,0,0,0,0,0,4507301.12,56155.48,0,34.61,0,0,0,109255500.4,6216265.09,0,13341717.07,0,0
1/01/2002,0,0,0,3941.43,36.99,0,258.23,0,0,0,0,0,0,0,0,0,5130658.57,20197.52,0,36.62,0,0,0,133301937.6,2402200.89,0,10354995.36,0,0
1/02/2002,0,0,0,3796.93,28.05,0,258.74,0,0,0,0,0,0,0,0,0,4956371.03,15656.92,0,34.81,0,0,0,124866618.7,1217151.67,0,11100777.69,0,0
1/03/2002,0,0,0,3990.59,19.01,0,150.37,0,0,0,0,0,0,0,0,0,5215310.1,11272.85,0,32.82,0,0,0,120174150.3,1032605.39,0,5875208.6,0,0
1/04/2002,0,0,0,3841.67,10.13,0,32.01,0,0,0,0,0,0,0,0,0,4928069.18,6395.97,0,28.96,0,0,0,108057821.2,472223.93,0,1311201.9,0,0
1/05/2002,0,0,0,4052.81,92.82,0,125.92,0,0,0,0,0,0,0,0,0,5151854.72,56752.56,0,61.6,0,0,0,226392617.4,22954418.18,0,27646603.76,0,0
1/06/2002,0,0,0,4257.58,116.36,0,184.99,0,0,0,0,0,0,0,0,0,5490501.68,70081.1,0,40.09,0,0,0,157399638.2,12199998.02,0,15538538.87,0,0
1/07/2002,0,0,0,4466.23,196.45,0,258.08,0,0,0,0,0,0,0,0,0,5798821.81,116922.37,0,44.16,0,0,0,179213673,14235451.71,0,19276236.29,0,0
1/08/2002,0,0,0,4512.2,101.9,0,208.66,0,0,0,0,0,0,0,0,0,5856126.03,57061.99,0,27.37,0,0,0,120351865.9,3643454.13,0,6483628.74,0,0
1/09/2002,0,0,0,4153.71,90.87,0,306.93,0,0,0,0,0,0,0,0,0,5333032.43,50989.79,0,28.39,0,0,0,114962550.7,2937794.82,0,9742275.11,0,0
1/10/2002,0,0,0,4150.68,45.82,0,266.2,0,0,0,0,0,0,0,0,0,5351916.29,25619.69,0,27.26,0,0,0,109517873.6,1771793.09,0,8044457.83,0,0
1/11/2002,0,0,0,4254.16,23.83,0,224.03,0,0,0,0,0,0,0,0,0,5475394.71,14233.2,0,28.37,0,0,0,116547639.4,1139829.49,0,7087184.85,0,0
1/12/2002,0,0,0,4266.3,48.79,0,206.63,0,0,0,0,0,0,0,0,0,5535622.25,28382.97,0,32.94,0,0,0,133149007.2,2960127.75,0,8724726.87,0,0
1/01/2003,0,0,0,4391.17,24.94,0,318.06,0,0,0,0,0,0,0,0,0,5667832.55,16228.23,0,27.78,0,0,0,113627139.9,2268221.22,0,12137749.4,0,0
1/02/2003,0,0,0,4027.5,4.91,0,342.42,0,0,0,0,0,0,0,0,0,5201767.9,3503.11,0,19.23,0,0,0,74444579.77,157659.03,0,7087289.98,0,0
1/03/2003,0,0,0,4107.29,7.41,0,389.51,0,0,0,0,0,0,0,0,0,5333226.2,4874.85,0,25.18,0,0,0,94333008.97,1242439.61,0,11306110.43,0,0
1/04/2003,0,0,0,4287.73,0.74,0,330.07,0,0,0,0,0,0,0,0,0,5527413.39,412.18,0,16.95,0,0,0,70237328.15,10560.69,0,5982294.38,0,0
1/05/2003,0,0,0,4335.49,17.81,0,272.93,0,0,0,0,0,0,0,0,0,5579380.36,10913.99,0,22.45,0,0,0,93641431.77,966648.7,0,7908930.42,0,0
1/06/2003,0,0,0,4208.56,81.94,0,243.93,0,0,0,0,0,0,0,0,0,5444201.09,49357.38,0,46.72,0,0,0,169896426.5,21997330.57,0,26359631.7,0,0
1/07/2003,0,0,0,4379.11,57.22,0,288.47,0,0,0,0,0,0,0,0,0,5649110.59,34483.97,0,26.89,0,0,0,112501315,5888996.86,0,11682788.22,0,0
1/08/2003,0,0,0,4312.12,35.65,0,329.12,0,0,0,0,0,0,0,0,0,5582469.59,20296.06,0,20.75,0,0,0,86978156.41,1008297.44,0,7787057.3,0,0
1/09/2003,0,0,0,3922.99,17.65,0,297.32,0,0,0,0,0,0,0,0,0,5068123.19,10258.29,0,21.83,0,0,0,81642592.23,403985.75,0,7069512.25,0,0
1/10/2003,0,0,0,3993.79,20.19,0,194.21,0,0,0,0,0,0,0,0,0,5184533.02,15500.54,0,21,0,0,0,80870713.29,654457.4,0,4507652.09,0,0
1/11/2003,0,0,0,3666.11,49.96,0,128.22,0,0,0,0,0,0,0,0,0,4759992.44,29927.49,0,22.61,0,0,0,79809689.1,1615358.83,0,3671794.02,0,0
1/12/2003,0,0,0,4054.45,120.67,0,153.92,0,0,0,0,0,0,0,0,0,5229009.24,72187.49,0,23.89,0,0,0,90632518.44,4676584.62,0,4893246.43,0,0
1/01/2004,0,0,0,4381.32,74.66,0,133.63,0,0,0,0,0,0,0,0,0,5626120.89,42193.84,0,23.06,0,0,0,96510509.11,2566649.91,0,4076482.45,0,0
1/02/2004,0,0,0,4277.43,113.08,0,169.85,0,0,0,0,0,0,0,0,0,5527569.3,69736.05,0,43.8,0,0,0,167263426.8,15013399.4,0,14522855.47,0,0
1/03/2004,0,0,0,4597.51,43.5,0,140.85,0,0,0,0,0,0,0,0,0,5917758.56,24258.78,0,23.9,0,0,0,106567754.3,1433045.23,0,4180773.34,0,0
1/04/2004,0,0,0,4011.5,145.8,0,137.67,0,0,0,0,0,0,0,0,0,5157942.4,84614.71,0,28.77,0,0,0,111191256.9,4915766.58,0,4892986.52,0,0
1/05/2004,0,0,0,4404.88,206.51,0,161.4,0,0,0,0,0,0,0,0,0,5656108.92,119519.84,0,31.82,0,0,0,136075969,8121141.92,0,6645590.25,0,0
1/06/2004,0,0,0,4455.24,142.02,0,190.85,0,0,0,0,0,0,0,0,0,5747284.39,82926.57,0,31.18,0,0,0,132970151.8,5788323.43,0,8353428.99,0,0
1/07/2004,0,0,0,4569.05,103.59,0,171.79,0,0,0,0,0,0,0,0,0,5883411.19,57993.28,0,34.8,0,0,0,149189497.4,7481690.91,0,11227586.89,0,0
1/08/2004,0,0,0,4657.49,54.03,0,169.56,0,0,0,0,0,0,0,0,0,6010481.23,29495.41,0,24.28,0,0,0,110517923,1798644.92,0,4791294.09,0,0
1/09/2004,0,0,0,4154.69,123.34,0,292.39,0,0,0,0,0,0,0,0,0,5340865.87,68738.58,0,27.29,0,0,0,109779265.6,4018811.44,0,8477740.22,0,0
1/10/2004,0,0,0,3979.88,189.35,0,323.38,0,0,0,0,0,0,0,0,0,5145422.07,119735.67,0,45.63,0,0,0,169675240.2,17593957.61,0,18815222.55,0,0
1/11/2004,0,0,0,3983.72,232.32,0,255.5,0,0,0,0,0,0,0,0,0,5150196.6,138738.29,0,36.67,0,0,0,138044599.9,12189877.23,0,13317144.32,0,0
1/12/2004,0,0,0,4211.86,173.06,0,131.32,0,0,0,0,0,0,0,0,0,5417147.98,97611.86,0,29.55,0,0,0,115555115.6,6553312.16,0,4807575.34,0,0
1/01/2005,0,0,0,4382.71,49.97,0,185.67,0,0,0,0,0,0,0,0,0,5646779.98,27972.94,0,25.76,0,0,0,106387762.6,1977213.33,0,6350065.08,0,0
1/02/2005,0,0,0,3922.62,39.45,0,172.08,0,0,0,0,0,0,0,0,0,5081097.65,22158.07,0,25.8,0,0,0,95504601.74,1274674.83,0,5374893.95,0,0
1/03/2005,0,0,0,4277.6,4.39,0,327.26,0,0,0,0,0,0,0,0,0,5524871.25,2484.28,0,21.05,0,0,0,88400285.66,77998.05,0,7572179.84,0,0
1/04/2005,0,0,0,3677.7,154.21,0,311.51,0,0,0,0,0,0,0,0,0,4753953.13,85092.77,0,28.04,0,0,0,104031652.4,5707474.28,0,10803226.84,0,0
1/05/2005,0,0,0,4318.29,48.15,0,260.62,0,0,0,0,0,0,0,0,0,5530676.09,26725.31,0,25.73,0,0,0,112144121.9,1691056.36,0,8913152.27,0,0
1/06/2005,0,0,0,4400.14,32.52,0,202.89,0,0,0,0,0,0,0,0,0,5654294.59,18407.43,0,24.21,0,0,0,107548272.1,1206996.42,0,6443977.9,0,0
1/07/2005,0,0,0,4306.74,49.29,0,183.86,0,0,0,0,0,0,0,0,0,5564121.22,27694.79,0,26.21,0,0,0,113712324.8,2014992.49,0,6990108.48,0,0
1/08/2005,0,0,0,4283.98,45.45,0,209.78,0,0,0,0,0,0,0,0,0,5558579.22,27284.94,0,25.37,0,0,0,108373301.4,1783246.76,0,7169139.99,0,0
1/09/2005,0,0,0,4018.5,55.65,0,283.03,0,0,0,0,0,0,0,0,0,5179653.82,32647.93,0,32.36,0,0,0,133954947.6,2624347.98,0,11395939.52,0,0
1/10/2005,0,0,0,4104.26,23.36,0,228.66,0,0,0,0,0,0,0,0,0,5238999.6,13053.6,0,22.41,0,0,0,92862287.01,772293.67,0,6323938.11,0,0
1/11/2005,0,0,0,4013.64,14.93,0,206.57,0,0,0,0,0,0,0,0,0,5172146.97,9984,0,22.57,0,0,0,91694399.92,385888.73,0,6109924.4,0,0
1/12/2005,0,0,0,4484.13,41.1,0,284.56,0,0,0,0,0,0,0,0,0,5756443.32,23189.35,0,34.94,0,0,0,166207578.5,8654049.47,0,24481496.97,0,0
1/01/2006,0,0,0,4367.57,78.11,0,258.26,0,0,0,0,0,0,0,0,0,5609637.34,47732.62,0,53.74,0,0,0,242612782,21995141.24,0,23122337.35,0,0
1/02/2006,0,0,0,4025.26,28.8,0,272.23,0,0,0,0,0,0,0,0,0,5183137.9,17246.9,0,55.43,0,0,0,237746614.1,13840968.16,0,25386296.5,0,0
1/03/2006,0,0,0,4496.08,36.79,0,168.73,0,0,0,0,0,0,0,0,0,5765922.19,20268.65,0,23.99,0,0,0,109495545.6,1220082.71,0,5028895.21,0,0
1/04/2006,0,0,0,4113.73,31.77,0,106.21,0,0,0,0,0,0,0,0,0,5267877.21,18194.78,0,22.81,0,0,0,94105922.75,1032165.53,0,3282533.63,0,0
1/05/2006,0,0,0,4453.07,68.07,0,185.64,0,0,0,0,0,0,0,0,0,5713543.44,39077.88,0,29.37,0,0,0,129728678.7,4856048.56,0,10422779.78,0,0
1/06/2006,0,0,0,4296.83,108.99,0,323.39,0,0,0,0,0,0,0,0,0,5498564.56,61380.72,0,32.99,0,0,0,141993755.2,4713447.73,0,13584867.24,0,0
1/07/2006,0,0,0,4460.87,56.01,0,313.99,0,0,0,0,0,0,0,0,0,5730520.14,32151.62,0,44.69,0,0,0,188522531,9279810.7,0,26396093.62,0,0
1/08/2006,0,0,0,4327.11,108.31,0,313.89,0,0,0,0,0,0,0,0,0,5593205.09,59157.08,0,29.35,0,0,0,127039880.2,3822962.84,0,10740282.97,0,0
1/09/2006,0,0,0,3997.42,54.03,0,310.34,0,0,0,0,0,0,0,0,0,5149930.43,31678.76,0,28.69,0,0,0,114956588.4,2097719.19,0,10902757.37,0,0
1/10/2006,0,0,0,4121.89,74.14,0,255.03,0,0,0,0,0,0,0,0,0,5344014.33,41061.05,0,29.89,0,0,0,125220611.5,2782993.13,0,9190391.99,0,0
1/11/2006,0,0,0,4126.4,118.83,0,193.59,0,0,0,0,0,0,0,0,0,5328226.41,72664.27,0,32.62,0,0,0,135737870.3,6662600.96,0,8020205.52,0,0
1/12/2006,0,0,0,4588.3,62.9,0,76.33,0,0,0,0,0,0,0,0,0,5913667.22,37836.18,0,22.7,0,0,0,103936563.1,2313377.67,0,2225679.65,0,0
1/01/2007,0,0,0,4330.46,192.95,0,112.26,0,0,0,0,0,0,0,0,0,5575907.97,149801.45,0,91.58,0,0,0,383846056,48599325.66,0,39944072.85,0,0
1/02/2007,0,0,0,4097.46,255.64,0,96.61,0,0,0,0,0,0,0,0,0,5282315.95,203900.29,0,51.47,0,0,0,219413528.8,20061982.45,0,11770580.99,0,0
1/03/2007,0,0,0,4341.54,240.22,0,162.16,0,0,0,0,0,0,0,0,0,5580895.37,176243.56,0,55.72,0,0,0,248388486,18928176.08,0,17916946.27,0,0
1/04/2007,0,0,0,3871.11,502.47,0,206.08,0,0,0,0,0,0,0,0,0,5034218.7,316389.09,0,64.1,0,0,0,247289389.6,35136249.01,0,16945518.42,0,0
1/05/2007,0,0,0,3906.94,469.79,0,144.68,0,0,0,0,0,0,0,0,0,5041355.69,299009.94,0,57.55,0,0,0,228467626.3,29853629.74,0,10711589.87,0,0
1/06/2007,0,0,0,4127.22,459.96,0,284.14,0,0,0,0,0,0,0,0,0,5314186.12,301313.53,0,145.85,0,0,0,591852586.5,94056990.48,0,75249122.49,0,0
1/07/2007,0,0,0,4431.98,280.99,0,174.03,0,0,0,0,0,0,0,0,0,5727062.7,185601.11,0,69.17,0,0,0,306572254.7,21636382.88,0,20092475.51,0,0
1/08/2007,0,0,0,4506.55,182.79,0,95.16,0,0,0,0,0,0,0,0,0,5812524,108911,0,42.68,0,0,0,193244090.1,9650685.59,0,5146147.96,0,0
1/09/2007,0,0,0,4245.43,200.59,0,143.77,0,0,0,0,0,0,0,0,0,5475301.3,115594.12,0,47.29,0,0,0,199532974.1,11341863.13,0,8787734.77,0,0
1/10/2007,0,0,0,4334.79,113.19,0,51.2,0,0,0,0,0,0,0,0,0,5579574.18,76881.05,0,40.22,0,0,0,177287392.5,6020423.66,0,3403940.18,0,0
1/11/2007,0,0,0,3944.05,328.55,0,78.09,0,0,0,0,0,0,0,0,0,5079750.3,208022.45,0,50.39,0,0,0,206209481.3,22608803.21,0,6392061.52,0,0
1/12/2007,0,0,0,3938.39,334.69,0,91.05,0,0,0,0,0,0,0,0,0,5039757.98,213450.61,0,45.12,0,0,0,173318511.4,22238556.16,0,8033215.99,0,0
1/01/2008,0,0,0,4259.83,243.17,0,97.23,0,0,0,0,0,0,0,0,0,5457996.54,153197.45,0,34.56,0,0,0,150512462.8,11393381.29,0,4794032.67,0,0
1/02/2008,0,0,0,4238.51,59.44,0,101.57,0,0,0,0,0,0,0,0,0,5431751.67,36224.47,0,38.05,0,0,0,162927048.5,6134892.65,0,5285772.34,0,0
1/03/2008,0,0,0,4349.66,156.98,0,183.19,0,0,0,0,0,0,0,0,0,5579107.55,98405.1,0,54.36,0,0,0,233564566.1,28104509.49,0,19646693.04,0,0
1/04/2008,0,0,0,3862.41,212.1,0,191.98,0,0,0,0,0,0,0,0,0,4936410.7,124172.92,0,43.64,0,0,0,168998599.2,11767344.63,0,11334397.8,0,0
1/05/2008,0,0,0,3972.11,341.27,0,210.05,0,0,0,0,0,0,0,0,0,5110383.07,201256.44,0,48.43,0,0,0,193771385.8,19984559.27,0,13336052.6,0,0
1/06/2008,0,0,0,4295.86,227.16,0,171.97,0,0,0,0,0,0,0,0,0,5521007.05,134104.03,0,38.96,0,0,0,169123659.1,11271747.85,0,9544691.86,0,0
1/07/2008,0,0,0,4535.18,196.19,0,170.9,0,0,0,0,0,0,0,0,0,5806529.18,112192.62,0,46.75,0,0,0,199952007.1,17341423.92,0,15676738.45,0,0
1/08/2008,0,0,0,4585.83,306.22,0,169.81,0,0,0,0,0,0,0,0,0,5937224.51,186703.1,0,37.85,0,0,0,173529856.5,14542909.02,0,8089885.03,0,0
1/09/2008,0,0,0,4151.66,180.1,0,204.46,0,0,0,0,0,0,0,0,0,5366857.89,115764.65,0,35.07,0,0,0,144634159.2,8465167.35,0,9743025.98,0,0
1/10/2008,0,0,0,4261.3,169.26,0,134.96,0,0,0,0,0,0,0,0,0,5531689.17,129531.19,0,43.29,0,0,0,187510115.2,9594892.09,0,7709208.9,0,0
1/11/2008,0,0,0,4165.82,102.45,0,67.49,0,0,0,0,0,0,0,0,0,5396295.55,80398.75,0,33.35,0,0,0,139610399.8,4743333.85,0,3069634.51,0,0
1/12/2008,0,0,0,4639.38,60.77,0,36.55,0,0,0,0,0,0,0,0,0,5996030.33,43705.31,0,26.56,0,0,0,123156773.5,2490664.85,0,1170675.36,0,0
1/01/2009,0,0,0,4231.77,263.13,0,248.01,0,0,0,0,0,0,0,0,0,5498234.11,177477.15,1196.67,131.18,0,0,0,554430017.3,121068401.7,0,125267890.7,0,0
1/02/2009,0,0,0,3992.1,182.4,0,205.41,0,0,0,0,0,0,0,0,0,5166629.76,114681.81,1205.8,31.79,0,0,0,136763460.4,13010916.52,0,14604354.81,0,0
1/03/2009,0,0,0,4513.64,81.27,0,125.52,0,0,0,0,0,0,0,0,0,5845236.37,45456.1,1247.91,24.89,0,0,0,114314836.9,3010164.37,0,4564647.46,0,0
1/04/2009,0,0,0,4053.57,157.74,0,144.87,0,0,0,0,0,0,0,0,0,5251619.38,95490.65,1227.48,37.13,0,0,0,151811637.9,8924495.12,0,7957750.35,0,0
1/05/2009,0,0,0,4367.73,132.78,0,182.45,0,0,0,0,0,0,0,0,0,5615460.43,74468.87,1215.03,31.37,0,0,0,136685835.1,5429758.3,0,7355447.19,0,0
1/06/2009,0,-8.97,2.28,4435.92,131.57,0,214.08,0,0,0,0,0,0,0,11133.84,1117.17,5736612.76,77989.84,1215.65,30.24,0,0,0,132882684.2,5955397.91,0,8898758.54,0,0
1/07/2009,0,-354.58,178.38,4382.51,189.07,0,195.77,91.44,0,0,0,0,0,0,429711.04,93973.46,5671284.86,111689.41,1163.29,26.98,0,0,0,117947029,6737112.11,0,7007310.28,2276486.94,0
1/08/2009,0,-455.18,272.37,4361.1,71.32,0,143.98,135.18,0,0,0,0,0,0,555756.43,79984.58,5629636.16,40542.63,1146.98,22.53,0,0,0,98832980.48,2069241.29,0,4300192.84,2871621.81,0
1/09/2009,0,-462,249.07,4094.65,76.66,0,166.67,121.01,0,0,0,0,0,0,563575.27,43372.43,5296123.9,45509.94,1135.5,22.83,0,0,0,94176893.9,2200644.97,0,4975664.78,2707364.06,0
1/10/2009,0,-579.57,73.09,4482.86,46.49,0,208.59,101.64,0,0,0,0,0,0,702922.29,35183.99,5743856.72,29200,1178.22,25.41,0,0,0,115010759.8,1665746.29,0,6591476.89,2608092.81,0
1/11/2009,0,-483.72,147.77,4255.91,232.73,0,215.56,71.79,0,0,0,0,0,0,574602.88,102553.41,5447066.21,154800.49,1155.35,32.41,0,0,0,141606571,13521524.66,0,12990987.64,1965521.61,0
1/12/2009,0,-667.4,138.73,4480.66,123.54,0,112.32,91.87,0,0,0,0,0,0,825283.37,92922.19,5741444.86,80606.11,1189.26,23.34,0,0,0,105340166.7,4705330.03,0,4539753.7,2178754.51,0
1/01/2010,0,-717.02,115.87,4573.04,118.35,0,191.95,90.83,0,0,0,0,0,0,875884.83,69839.79,5870118.1,90185.51,1178.65,87.6,0,0,0,269630722.1,40199473.65,0,58238563.93,6830785.83,0
1/02/2010,0,-484.56,180.71,4042.37,109.64,0,247.59,94.39,0,0,0,0,0,0,587373.53,124435.82,5211446.27,81082.55,1152.61,91.25,0,0,0,272693300.7,38198309,0,56965325.97,4489318.84,0
1/03/2010,0,-651.19,87.62,4579.7,31,0,256.5,73.79,0,0,0,0,0,0,802140.16,65751.65,5944149.37,17737.96,1193.74,23.76,0,0,0,105091112.9,1051422.37,0,7545488.21,1593160.36,0
1/04/2010,0,-400.41,136.27,3922.22,55.34,0,251.48,83.45,0,0,0,0,0,0,489283.26,105152.93,5048057.2,38805.34,1161.64,80.08,0,0,0,246722194.4,30197903.2,0,65037509.26,3929430.09,0
1/05/2010,0,-280.66,345.65,3949.24,61.99,0,265.1,72.24,0,0,0,0,0,0,341071.98,259626.45,5084062.84,41003.98,1142.76,31.61,0,0,0,119110975,2776148.94,0,10367711.96,1927752.95,0
1/06/2010,0,-330.04,231.7,4278.53,42.95,0,294.21,86.73,0,0,0,0,0,0,397571.58,144553.36,5502927.11,29307.11,1146.64,31.6,0,0,0,129405039.2,2281856.93,0,11444505.49,2550966.73,0
1/07/2010,0,-384.95,212.17,4589.52,59.24,0,245.32,67.39,0,0,0,0,0,0,469681.17,84629.66,5907065.6,35314.21,1160.51,27.51,0,0,0,122866967.9,2006715.74,0,7513272.6,1576101.45,0
1/08/2010,0,-342.95,287.44,4436.67,54.76,0,200.23,134.82,0,0,0,0,0,0,420468.5,98784.56,5742504.73,32718.67,1143.07,27.82,0,0,0,120433140.2,2199863.44,0,6061005.89,3533314.03,0
1/09/2010,0,-495.13,272.73,4215.14,16.92,0,270.01,104.87,0,0,0,0,0,0,595268.55,43833.03,5461081.26,10416.46,1122.14,22.62,0,0,0,93824688.73,415789.84,0,6686448.63,2243537.33,0
1/10/2010,0,-739.8,187.77,4314.85,47.52,0,333.85,98.94,0,0,0,0,0,0,869719.55,32384.25,5556203.59,40364.17,1121.63,19.99,0,0,0,85124860.02,713824.65,0,7292908.5,1868817.32,0
1/11/2010,0,-813.27,144.8,4208.6,50.74,0,475.31,91.84,0,0,0,0,0,0,922143.74,22099.45,5399402,36546.35,1090.88,18.89,0,0,0,77625382.36,1168732.89,0,9631460.29,1622315.56,0
